21-04-20,00:00:00,symbol, state, fundingRate, indicativeFundingRate, prevClosePrice, totalVolume, volume, volume24h, totalTurnover, turnover, turnover24h,homeNotional24h, foreignNotional24h, prevPrice24h, vwap, highPrice, lowPrice, lastPrice, lastPriceProtected, lastTickDirection, lastChangePcnt, bidPrice, midPrice, askPrice, impactBidPrice, impactMidPrice, impactAskPrice, openInterest,openValue, markPrice, indicativeSettlePrice
21-04-20,00:00:14,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302675771, 1871964, 2362555993, 30781157293207264, 27406637726, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6832, 6832, ZeroPlusTick, -0.0411, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513033184,7503623349184, 6837.13, 6838.79
21-04-20,00:00:15,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302675771, 1871964, 2362555993, 30781157293207264, 27406637726, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6831.5, 6832, ZeroMinusTick, -0.0412, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513033184,7503623349184, 6837.13, 6838.79
21-04-20,00:00:16,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302675771, 1871964, 2362555993, 30781157293207264, 27406637726, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6831.5, 6831.5, ZeroMinusTick, -0.0412, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513033184,7507214581472, 6833.96, 6835.62
21-04-20,00:00:17,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302675771, 1871964, 2362555993, 30781157293207264, 27406637726, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6831.5, 6831.5, ZeroMinusTick, -0.0412, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513033184,7507214581472, 6833.96, 6835.62
21-04-20,00:00:18,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302675771, 1871964, 2362555993, 30781157293207264, 27406637726, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6831.5, 6831.5, MinusTick, -0.0412, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513118099,7508457142667, 6833.96, 6835.62
21-04-20,00:00:19,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302918857, 2115050, 2362555993, 30781160851468390, 30964898858, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6831.5, 6831.5, ZeroMinusTick, -0.0412, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513118099,7508457142667, 6833.96, 6835.62
21-04-20,00:00:20,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302918857, 2115050, 2362555993, 30781160851468390, 30964898858, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6832, 6831.5, PlusTick, -0.0411, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513118099,7508457142667, 6833.96, 6835.62
21-04-20,00:00:21,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302918857, 2115050, 2362555993, 30781160851468390, 30964898858, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6831.5, 6832, ZeroMinusTick, -0.0412, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513118099,7508457142667, 6833.7, 6835.36
21-04-20,00:00:22,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302918857, 2115050, 2362555993, 30781160851468390, 30964898858, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6831.5, 6831.5, ZeroMinusTick, -0.0412, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513118099,7508457142667, 6833.7, 6835.36
21-04-20,00:00:23,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212302918857, 2115050, 2362555993, 30781160851468390, 30964898858, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6831.5, 6831.5, ZeroMinusTick, -0.0412, 6831.5, 6831.75, 6832, 6831.5, 6831.75, 6832.0011, 513192405,7509544462365, 6833.7, 6835.36
21-04-20,00:00:24,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212303531794, 2727987, 2362555993, 30781169824630268, 39938060733, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6828.5, 6828, PlusTick, -0.0416, 6828, 6830, 6832, 6827.3367, 6829.75, 6832.0011, 513192405,7509544462365, 6833.7, 6835.36
21-04-20,00:00:25,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212303531794, 2727987, 2362555993, 30781169824630268, 39938060733, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6828, 6828, MinusTick, -0.0417, 6828, 6830, 6832, 6827.3367, 6829.75, 6832.0011, 513192405,7509544462365, 6833.7, 6835.36
21-04-20,00:00:26,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212303531794, 2727987, 2362555993, 30781169824630268, 39938060733, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6828, 6828, ZeroMinusTick, -0.0417, 6828, 6830, 6832, 6827.3367, 6829.75, 6832.0011, 513192405,7511084039580, 6832.59, 6834.25
21-04-20,00:00:27,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212303531794, 2727987, 2362555993, 30781169824630268, 39938060733, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6826, 6828, ZeroPlusTick, -0.042, 6828, 6830, 6832, 6827.3367, 6829.75, 6832.0011, 513192405,7511084039580, 6832.59, 6834.25
21-04-20,00:00:28,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212303531794, 2727987, 2362555993, 30781169824630268, 39938060733, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6825.5, 6827.3367, ZeroMinusTick, -0.042, 6828, 6830, 6832, 6827.3367, 6829.75, 6832.0011, 513625893,7517428569948, 6832.59, 6834.25
21-04-20,00:00:29,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212304463363, 3659556, 2362555993, 30781183469080580, 53582511045, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6826, 6825.5, PlusTick, -0.042, 6825.5, 6825.75, 6826, 6825.4727, 6825.75, 6826, 513625893,7517428569948, 6832.59, 6834.25
21-04-20,00:00:30,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212304463363, 3659556, 2362555993, 30781183469080580, 53582511045, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6825.5, 6825.5, ZeroMinusTick, -0.042, 6825.5, 6825.75, 6826, 6825.4727, 6825.75, 6826, 513625893,7517428569948, 6832.59, 6834.25
21-04-20,00:00:31,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212304463363, 3659556, 2362555993, 30781183469080580, 53582511045, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6825.5, 6825.5, ZeroMinusTick, -0.042, 6825.5, 6825.75, 6826, 6825.4727, 6825.75, 6826, 513625893,7523078454771, 6827.41, 6829.07
21-04-20,00:00:32,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212304463363, 3659556, 2362555993, 30781183469080580, 53582511045, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6825.5, 6825.5, ZeroPlusTick, -0.042, 6825.5, 6825.75, 6826, 6825.4727, 6825.75, 6826, 513625893,7523078454771, 6827.41, 6829.07
21-04-20,00:00:33,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212304463363, 3659556, 2362555993, 30781183469080580, 53582511045, 33774821496457,337748.21496456926, 2362555993, 7125, 6995.453, 7237.5, 6751.5, 6825, 6826, ZeroMinusTick, -0.0421, 6825.5, 6825.75, 6826, 6825.4727, 6825.75, 6826, 513566790,7522212773130, 6827.41, 6829.07
21-04-20,00:00:34,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305470791, 4666984, 2366222396, 30781198228935664, 68342366129, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6825, ZeroMinusTick, -0.0424, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513566790,7522212773130, 6827.41, 6829.07
21-04-20,00:00:35,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305470791, 4666984, 2366222396, 30781198228935664, 68342366129, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6825, ZeroMinusTick, -0.0424, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513566790,7522212773130, 6827.41, 6829.07
21-04-20,00:00:36,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305470791, 4666984, 2366222396, 30781198228935664, 68342366129, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6825, ZeroMinusTick, -0.0424, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513566790,7523239906710, 6826.33, 6827.99
21-04-20,00:00:37,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305470791, 4666984, 2366222396, 30781198228935664, 68342366129, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6825, MinusTick, -0.0424, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513566790,7523239906710, 6826.33, 6827.99
21-04-20,00:00:38,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305470791, 4666984, 2366222396, 30781198228935664, 68342366129, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6825, ZeroMinusTick, -0.0424, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513644428,7524377225772, 6826.33, 6827.99
21-04-20,00:00:39,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305559364, 4755557, 2366222396, 30781199526706160, 69640136625, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6825, ZeroMinusTick, -0.0424, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513644428,7524377225772, 6826.33, 6827.99
21-04-20,00:00:40,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305559364, 4755557, 2366222396, 30781199526706160, 69640136625, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6825, ZeroMinusTick, -0.0424, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513644428,7524377225772, 6826.33, 6827.99
21-04-20,00:00:41,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305559364, 4755557, 2366222396, 30781199526706160, 69640136625, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6825, ZeroMinusTick, -0.0424, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513644428,7524377225772, 6826.32, 6827.98
21-04-20,00:00:42,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305559364, 4755557, 2366222396, 30781199526706160, 69640136625, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6825, ZeroMinusTick, -0.0424, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513644428,7524377225772, 6826.32, 6827.98
21-04-20,00:00:43,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212305559364, 4755557, 2366222396, 30781199526706160, 69640136625, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6823, 6825, ZeroMinusTick, -0.0427, 6825, 6825.25, 6825.5, 6825, 6825.25, 6825.5, 513738185,7525750672065, 6826.32, 6827.98
21-04-20,00:00:44,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306006604, 5202797, 2366222396, 30781206080117764, 76193548228, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6823, 6823, ZeroMinusTick, -0.0427, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513738185,7525750672065, 6826.32, 6827.98
21-04-20,00:00:45,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306006604, 5202797, 2366222396, 30781206080117764, 76193548228, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6823.5, 6823, ZeroPlusTick, -0.0426, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513738185,7525750672065, 6826.32, 6827.98
21-04-20,00:00:46,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306006604, 5202797, 2366222396, 30781206080117764, 76193548228, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6823.5, 6823, ZeroPlusTick, -0.0426, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513738185,7525750672065, 6826.32, 6827.98
21-04-20,00:00:47,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306006604, 5202797, 2366222396, 30781206080117764, 76193548228, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6823.5, 6823, ZeroPlusTick, -0.0426, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513738185,7525750672065, 6826.32, 6827.98
21-04-20,00:00:48,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306006604, 5202797, 2366222396, 30781206080117764, 76193548228, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6823.5, 6823, ZeroPlusTick, -0.0426, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513738185,7525750672065, 6826.32, 6827.98
21-04-20,00:00:49,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306049125, 5245318, 2366222396, 30781206703301324, 76816731789, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6822.5, 6823, ZeroMinusTick, -0.0427, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513728503,7525608840447, 6826.4, 6828.06
21-04-20,00:00:50,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306049125, 5245318, 2366222396, 30781206703301324, 76816731789, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6822.5, 6823, ZeroMinusTick, -0.0427, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513728503,7525608840447, 6826.4, 6828.06
21-04-20,00:00:51,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306049125, 5245318, 2366222396, 30781206703301324, 76816731789, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6822.5, 6823, ZeroMinusTick, -0.0427, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513728503,7528177482962, 6824.29, 6825.95
21-04-20,00:00:52,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306049125, 5245318, 2366222396, 30781206703301324, 76816731789, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6823, 6823, PlusTick, -0.0427, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513728503,7528177482962, 6824.29, 6825.95
21-04-20,00:00:53,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212306049125, 5245318, 2366222396, 30781206703301324, 76816731789, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6824, 6823.6097, ZeroPlusTick, -0.0425, 6823, 6823.25, 6823.5, 6823, 6823.25, 6823.6097, 513804686,7529293868644, 6824.29, 6825.95
21-04-20,00:00:54,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307322057, 6518250, 2366222396, 30781225359620964, 95473051429, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825, 6824.0753, ZeroPlusTick, -0.0424, 6823.5, 6823.75, 6824, 6823.5, 6823.75, 6824.0753, 513804686,7529293868644, 6824.29, 6825.95
21-04-20,00:00:55,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307322057, 6518250, 2366222396, 30781225359620964, 95473051429, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825.5, 6824.0753, MinusTick, -0.0423, 6823.5, 6823.75, 6824, 6823.5, 6823.75, 6824.0753, 513804686,7529293868644, 6824.29, 6825.95
21-04-20,00:00:56,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307322057, 6518250, 2366222396, 30781225359620964, 95473051429, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6825.5, 6824.0753, MinusTick, -0.0423, 6823.5, 6823.75, 6824, 6823.5, 6823.75, 6824.0753, 513804686,7525183431156, 6827.68, 6829.34
21-04-20,00:00:57,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307322057, 6518250, 2366222396, 30781225359620964, 95473051429, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6830, 6824.0753, ZeroMinusTick, -0.0417, 6823.5, 6823.75, 6824, 6823.5, 6823.75, 6824.0753, 513804686,7525183431156, 6827.68, 6829.34
21-04-20,00:00:58,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307322057, 6518250, 2366222396, 30781225359620964, 95473051429, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6830.5, 6824.0753, PlusTick, -0.0416, 6823.5, 6823.75, 6824, 6823.5, 6823.75, 6824.0753, 513500196,7520723870616, 6827.68, 6829.34
21-04-20,00:00:59,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307622338, 6818531, 2366222396, 30781229757577090, 99871007551, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6830, 6830, MinusTick, -0.0417, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513500196,7520723870616, 6827.68, 6829.34
21-04-20,00:01:00,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307622338, 6818531, 2366222396, 30781229757577090, 99871007551, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6830, 6830, MinusTick, -0.0417, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513500196,7520723870616, 6827.68, 6829.34
21-04-20,00:01:01,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307622338, 6818531, 2366222396, 30781229757577090, 99871007551, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6830.5, 6830, PlusTick, -0.0416, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513500196,7521237370812, 6827.55, 6829.2
21-04-20,00:01:02,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307622338, 6818531, 2366222396, 30781229757577090, 99871007551, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6830.5, 6830, PlusTick, -0.0416, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513500196,7521237370812, 6827.55, 6829.2
21-04-20,00:01:03,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307622338, 6818531, 2366222396, 30781229757577090, 99871007551, 33829063504396,338290.63504395937, 2366222396, 7127, 6994.9636, 7237.5, 6751.5, 6830, 6830, ZeroMinusTick, -0.0417, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513529175,7521661826225, 6827.55, 6829.2
21-04-20,00:01:04,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307671980, 6868173, 2368055356, 30781230484348604, 100597779068, 33856153692030,338561.53692029894, 2368055356, 7125, 6994.4744, 7237.5, 6751.5, 6830, 6830.5, MinusTick, -0.0414, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513529175,7521661826225, 6827.55, 6829.2
21-04-20,00:01:05,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307671980, 6868173, 2368055356, 30781230484348604, 100597779068, 33856153692030,338561.53692029894, 2368055356, 7125, 6994.4744, 7237.5, 6751.5, 6830, 6830.5, MinusTick, -0.0414, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513529175,7521661826225, 6827.55, 6829.2
21-04-20,00:01:06,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307671980, 6868173, 2368055356, 30781230484348604, 100597779068, 33856153692030,338561.53692029894, 2368055356, 7125, 6994.4744, 7237.5, 6751.5, 6830.5, 6830, PlusTick, -0.0413, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513529175,7521661826225, 6827.38, 6829.03
21-04-20,00:01:07,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307671980, 6868173, 2368055356, 30781230484348604, 100597779068, 33856153692030,338561.53692029894, 2368055356, 7125, 6994.4744, 7237.5, 6751.5, 6830.5, 6830.5, ZeroPlusTick, -0.0413, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513529175,7521661826225, 6827.38, 6829.03
21-04-20,00:01:08,XBTUSD, Open, -0.000486, -0.000837, 6971.62, 2212307671980, 6868173, 2368055356, 30781230484348604, 100597779068, 33856153692030,338561.53692029894, 2368055356, 7125, 6994.4744, 7237.5, 6751.5, 6830, 6830, ZeroMinusTick, -0.0414, 6830, 6830.25, 6830.5, 6830, 6830.25, 6830.6011, 513624744,7523061625368, 6827.38, 6829.03
